,rating,reviewContent,clean_reviewContent
894,3,Barang sudah diterima tanggal 8 Januari 2017. Saya harus menunggu 3 minggu untuk menerima pesanannya. Cukup lama. Barang diterima dalam kondisi bagus. Terima kasih untuk CS yang sabar melayani komplain konsumen. Tolong diperbaiki sistem distribusinya agar barang dapat tiba tepat waktu terutama untuk pemesanan pada Harbolnas.,sudah terima tanggal januari saya harus tunggu minggu untuk terima pesan cukup lama terima dalam kondisi bagus terima kasih untuk cs yang sabar layan komplain konsumen tolong baik sistem distribusi agar dapat tiba tepat waktu utama untuk mesan pada harbolnas
895,2,Layanan pengiriman kurang memuaskan... Barang tdk sampai d alamat tujuan. Krn alamat sy msh ke kabupaten lg... Dan barang di ambil di ibu kota provinsi. Ongkir nambah lg untuk ke alamat tujuan.,layan kirim kurang muas tidak sampai d alamat tuju karena alamat saya masih ke kabupaten lagi dan di ambil di ibu kota provinsi ongkir tambah lagi untuk ke alamat tuju
896,1,"Beli tgl 14 desember 2016, dikasih estimasi barang sampai plg lambat tgl 30, kemudian diundur tgl 2 januari dan katanya diundur lagi 5 januari dan sampai sekarang barang blm saya terima.",beli tanggal desember kasih estimasi sampai pulang lambat tanggal kemudian undur tanggal januari dan kata undur lagi januari dan sampai sekarang belum saya terima
897,1,Pesanan informasi dari lazada barang telah dikirim dengan pengiriman standar melalui Kantor pos sabtu 13 januari -16 januari 2018 pesanan akan tiba namun  Sampai hari ini kamis 18 januari 2018 pesanan  belum juga sampai Sudah kami cek ternyata no resi yang di berikan dari lazada belum terdaftar di kanror pos..bagaimana ini...  Benar ga sih... Jualannya..,pesan informasi dari lazada telah kirim dengan kirim standar lalu kantor pos sabtu januari januari pesan akan tiba namun sampai hari ini kamis januari pesan belum juga sampai sudah kami cek nyata nomor resi yang di ikan dari lazada belum daftar di kanror pos bagaimana ini benar tidak sih jual
898,1,"Hari ini terakhir dr estimasi tp blm dtng jg,gmn cara pembatalannya. Jd kezeeel nungguinnya. Yg konsisten donk seduai estimasi jngn bikin php,udh mah nunghuin ga bs kemana mana takut dtng ini yg ditungguin ga dtng jg.hmmmm kezel abis.",hari ini akhir dari estimasi tetapi belum dtng juga bagaimana cara batal jadi kezeeel nungguinnya yang konsisten donk dua estimasi jngn bikin php sudah mah nunghuin tidak bisa mana mana takut dtng ini yang ditungguin tidak dtng juga hmmmm kezel habis
899,1,"Dear Manajement Lazada Yth mohon penjelasannya mengapa status order saya menjadi status diterima, padahal saya belum menerima barang? Tanggal order  : 12 Desember 2017,Nomor order   : #3781142132, Jasa pengiriman  : ARK BULKY Mohon penjelasan dan supportnya. Tks",dear manajement lazada yang hormat mohon jelas mengapa status order saya jadi status terima padahal saya belum terima tanggal order desember nomor order jasa kirim ark bulky mohon jelas dan supportnya terimakasih
900,2,Pesan dari tanggal 28 november 2017 sampai sekarang tgl 5 desember 2017 barang belom datang juga payah sangat kecewa :(,pesan dari tanggal november sampai sekarang tanggal desember bom datang juga payah sangat kecewa
901,4,"Pengiriman lama krn ada masalah di jasa kurirnya, kualitas barang bagus, gambarnya bersih, TV bisa dijadikan monitor komputer pula. Tq.",kirim lama karena ada masalah di jasa kurir kualitas bagus gambar bersih televisi bisa jadi monitor komputer pula terimakasih
902,4,"TV LED dengan harga murah, kualitas unggulan, dan pengiriman di lakukan cepat oleh pihak Lazada, hanya Partner Logistics Lazada yaitu PT. Pos Indonesia, tidak professional, sesama Jakarta barang sampai lebih dari 5 hari, meleset dari estimasi pihak Lazada yang hanya 2 hari, dan tidak ada kabar berita apapun dari pihak Partner Logistics prihal paket kiriman barang. Lebih baik pihak Lazada ganti Partner Logistics.",televisi led dengan harga murah kualitas unggul dan kirim di laku cepat oleh pihak lazada hanya partner logistics lazada yaitu pt pos indonesia tidak professional sama jakarta sampai lebih dari hari meleset dari estimasi pihak lazada yang hanya hari dan tidak ada kabar berita apa dari pihak partner logistics prihal paket kirim lebih baik pihak lazada ganti partner logistics
903,1,"Tolong dong tindakan nya dari lazada, pesanan saya lom sampai dari 13 des-19 des, udh transfer nih...",tolong dong tindak dari lazada pesan saya belum sampai dari des des sudah transfer nih
904,3,Tv nya bagus. Packing kayu rapi. Hanya saja pengiriman barang telat 3 hari dari perkiraan tpi secara keseluruhan ok. Trimz lazada,televisi bagus packing kayu rapi hanya saja kirim telat hari dari kira tapi cara seluruh trimz lazada
905,1,"Barang telat, layar tv pecah, komplain gak ad, kontak juga gak jelas, pengalaman pertama yang bikin trauma.",telat layar televisi pecah komplain tidak ada kontak juga tidak jelas alam pertama yang bikin trauma
906,3,Barang datang agak terlambat gambar agak sedikit kabur katanya digital tapi begitu dinyalakan gambarnya gk bisa jernih kondisi barang tidak bersegel seperti  barang sudah pernah terpakai,datang agak lambat gambar agak sedikit kabur kata digital tapi begitu nyala gambar tidak bisa jernih kondisi tidak segel seperti sudah pernah pakai
907,3,Barangnya bagus harganya miring cm minus nya layarnya terlalu terang ga bs soft dan hanya bs baca flashdisk. Tidak bs baca hdd atau Flashdisk 128GB. subtitle nya juga ga bs diatur seperti tv tetangga sebelah.,barang bagus harga miring cm minus layar terlalu terang tidak bisa soft dan hanya bisa baca flashdisk tidak bisa baca hdd atau flashdisk subtitle juga tidak bisa atur seperti televisi tetangga belah
908,4,Barang sudah sampai walaupun lewat estimasi kiriman (mungkin weekend)..belum di buka mudah2an bagus..thanks lazada and ark burky,sudah sampai walaupun lewat estimasi kirim mungkin weekend belum di buka mudah bagus terimakasih lazada and ark burky
909,5,Barang sudah sampe. Tapi sayang hp yg saya pesan belum kunjung datang. Pdhl q pesennya di PT yg sama -_- .,sudah sampai tapi sayang hp yang saya pesan belum kunjung datang padahal saya sen di pt yang sama
910,2,"Barang bagus namun sistem pelayanan dari lazada sungguh buruk sekali barang saya baru diproses setelah 1 bulan setengah dan itu harus komplain ke CS lazada hingga 5x, sungguh menyesalkan, untungnya barang nya sampai dengan selamat tanpa cacat, mohon kedepannya sistem nya diperbaiki sehingga tidak terulang lagi",bagus namun sistem layan dari lazada sungguh buruk sekali saya baru proses telah bulan tengah dan itu harus komplain ke cs lazada hingga x sungguh sesal untung sampai dengan selamat tanpa cacat mohon depan sistem baik sehingga tidak ulang lagi
911,5,pengiriman sangat cepat dan Alkhamdulillah dpt hrg miring. sangat recomended buat teman2 yg mau beli tv di sini aj. sy sangat puas. terima kasih banyak buat lazada. sll bikin puas.,kirim sangat cepat dan alkhamdulillah dapat harga miring sangat recomended buat teman yang mau beli televisi di sini saja saya sangat puas terima kasih banyak buat lazada sll bikin puas
912,1,duh gimana sih.masa baru pemakean 3bulan jalan..sdh  ada garis warna biru di Layar nya..untuk complain gimana neh??daerah depok,duh bagaimana sih masa baru pemakean bulan jalan sudah ada garis warna biru di layar untuk keluh bagaimana nih daerah depok
913,4,"Walaupun barang 5hari baru sampai,tp masih dalam waktu estimasi . terima kasih banyak,kondisi barang aman,packingan baik.",walaupun hari baru sampai tetapi masih dalam waktu estimasi terima kasih banyak kondisi aman packingan baik
914,4,"tivi nya bagus,harga murah,kualitas gambar & suara ok...all ok,tapi pengiriman lamaaaaaa banget,dah komplen ke CS Lazada,CS lazada sip baget dlm melayani pelanggan...tq lazada,saya sudah beberapa tahun ini jd pelanggan mu,ttp menjual brg yg berkualitas dgn harga yg murah ya..",tivi bagus harga murah kualitas gambar suara all tapi kirim lamaaaaaa banget sudah komplen ke cs lazada cs lazada sip baget dalam layan langgan terimakasih lazada saya sudah beberapa tahun ini jadi langgan mu ttp jual yang kualitas dengan harga yang murah ya
915,4,Datang cepat. Packing bagus. Di setel bagus. Tapi aku maw tnyakan ya.. kenapa suara siaran mono semua ya ... apa ada settingan nya ?,datang cepat packing bagus di setel bagus tapi saya maw tnyakan ya kenapa suara siar mono semua ya apa ada settingan
916,5,"Pengirimannya agak lama hampir seminggu blom sampe2, akhirnya setelah ditunggu dtg jg (mungkin karena bnyk yg pesen x jd lama) walau COD... setelah di cek dan dipasang antena TV gambarnya bagus jernih, tdk cacat kondisi barang bagus... Thanks LAZADA...",kirim agak lama hampir minggu belum sampai akhir telah tunggu datang juga mungkin karena banyak yang pesan x jadi lama walau bayar saat kirim telah di cek dan pasang antena televisi gambar bagus jernih tidak cacat kondisi bagus terimakasih lazada
917,2,"Gan orderan sy 3948348346, ngorder dri tgl 10 Jan 2018 kok blm nyampe2 hingga hri ini, tlong konfirmasi' thx",juragan order saya ngorder dari tanggal jan kok belum sampai hingga hari ini tolong konfirmasi terimakasih
918,4,akhirnya setelah lewat dr estimasi tgl 16 pd tgl 17 dateng juga...barang bagus jernih suara lumayan cuma remote  kurang sensitif kayanya...cuma g ada kertas buat pengembalian barang walaupun emang g pingin dan semoga aman2 aja...cara ngisi kartu garansinya gmn?apa kita sendiri yang tulis...apa g pake stempel toko? tolong jawabannya trimksh...,akhir telah lewat dari estimasi tanggal pd tanggal datang juga bagus jernih suara lumayan cuma remote kurang sensitif kaya cuma tidak ada kertas buat kembali walaupun emang tidak ingin dan moga aman saja cara isi kartu garansi bagaimana apa kita sendiri yang tulis apa tidak pakai stempel toko tolong jawab trimksh
919,1,Barang yang saya pesan yaitu TV dan bracket nya sama sekali belum saya terima. Tapi saya dapat email dari Lazada barang sudah di terima. Saya cansel saja pesanan saya. Terimakasih,yang saya pesan yaitu televisi dan bracket sama sekali belum saya terima tapi saya dapat email dari lazada sudah di terima saya cansel saja pesan saya terimakasih
920,3,"Brg bagus, harga sebetulnya beda2 dikit. Sayang pengirimannya lama. Ekspedisi yg kirim2nya lama gausah dipake lg dong lazada! Tdk sesuai perkiraan sampainya telat 10 hari pdhl beliini buat hadiah mau dibawa mudik buat rmh d kampung.  Jd deh sy beli lg di toko beneran. Yg ini dipake sndiri.",bagus harga betul beda sedikit sayang kirim lama ekspedisi yang kirim lama tidak usah pakai lagi dong lazada tidak sesuai kira sampai telat hari padahal beliini buat hadiah mau bawa mudik buat rumah d kampung jadi deh saya beli lagi di toko beneran yang ini pakai sendiri
921,2,Barangnya saya belum datang datang akhirnya sya berubah pikiran untuk pengembalian uang dana sesuai yang dipesan,barang saya belum datang datang akhir saya ubah pikir untuk kembali uang dana sesuai yang pes
922,1,"Baca ulasan pada bilang udah digital tapi ternyata masih mono, buat nonton film gambar jernih tapi saluran tv jelek pake antena dalam ""no signal"" seringnya",baca ulas pada bilang sudah digital tapi nyata masih mono buat nonton film gambar jernih tapi salur televisi jelek pakai antena dalam nomor sinyal sering
923,2,"Pesan tgl 13 desember 2017.. setelah ditunggu-tunggu akhirnya sampai juga tgl 23 desember 2017 Pengiriman memang lama TV nya OK... coba kalo pengiriman cepat, saya kasih rating 5.. tingkatkan kualitas pelayanannya..",pesan tanggal desember telah tunggu tunggu akhir sampai juga tanggal desember kirim memang lama televisi coba kalau kirim cepat saya kasih rating tingkat kualitas layan
924,2,Udah 4 harian kok blm datang jga jadi bingung mau di batalin barang udh dikirim tpi no resix tdk  ada mau  batalin tdk bisa mau beli d toko takut datang barangx hmmm harus gmn ne aqx,sudah hari kok belum datang juga jadi bingung mau di batalin sudah kirim tapi nomor resix tidak ada mau batalin tidak bisa mau beli d toko takut datang barangx hmmm harus bagaimana ne aqx
925,1,"menunggu ...menunggu..menunggu...barang tidak sampai..di katakan sudah dalam proses pengiriman.., kecewa lah..",tunggu tunggu tunggu tidak sampai di kata sudah dalam proses kirim kecewa lah
926,5,Alhamdulillah sampai jg tv philipsnya plus bonus bracketnya mudah2an kedepannya tidak terlambat dlm pengiriman.hank u lazada,alhamdulillah sampai juga televisi philipsnya plus bonus bracketnya mudah depan tidak lambat dalam kirim hank kamu lazada
927,2,Barang bagus dan bisa bekerja dengan baik.. makasih Philips! Saya pesan pagi hari 12 des tapi barang baru sampai di tanggal 19...  Agak kecewa karena ongkir sampai magetan itu 286rb.. dan ternyata dikirim dengan Ark Bulky PAKET EKONOMI yang notabene harusnya lebih murah..  Sepertinya sistem perhitungan ongkir lazada banyak error.. di harbolnas kemarin saya menemukan angka ongkir yang sangat ga wajar di bbrp produk! Mahal gila dari JKT ke MGT bisa 200 lebih pdhal di bawah 1 kg dan non elektronik...,bagus dan bisa kerja dengan baik terimakasih philips saya pesan pagi hari des tapi baru sampai di tanggal agak kecewa karena ongkir sampai magetan itu rb dan nyata kirim dengan ark bulky paket ekonomi yang notabene harus lebih murah seperti sistem hitung ongkir lazada banyak error di harbolnas kemarin saya temu angka ongkir yang sangat tidak wajar di beberapa produk mahal gila dari jakarta ke mgt bisa lebih padahal di bawah kg dan non elektronik
928,3,"barang diterima , kualitas barang bagus , pengirimannya memakan waktu 6 hari , minus bracket yg ""katanya"" bonus itu. bagaimana lazada menanggapinya?",terima kualitas bagus kirim makan waktu hari minus bracket yang kata bonus itu bagaimana lazada tanggap
929,4,Barang  oke...smpet sya batalin sih..tpi dg hrga sgitu y sudah sya ambil aja..kpan lgi bli dg harga murah...,oke smpet saya batalin sih tapi dengan harga segitu y sudah saya ambil saja kapan lagi bli dengan harga murah
930,1,Bonus bracket sudah datang tapi yg datang bukan bracket melainkan lampu LED philips. Sementara TV nya belum datang. Pembohongan publik ini namanya. Saya beli dengan harga 1.849rb.  Tolong donk lazada. Mana bracket saya,bonus bracket sudah datang tapi yang datang bukan bracket lain lampu led philips sementara televisi belum datang bohong publik ini nama saya beli dengan harga rb tolong donk lazada mana bracket saya
931,5,"Packing nya ok lah. Cuma belum sempat d cek nyala apa tidak nya. Baru dilihat kelengkapan, sesuai sama yang d iklankan.. Pengiriman justru lebih awal, bagus lah. Harusnya tgl 8,eh tgl 7 sudah dateng.. Trimakasih fast respon nya pelayanan ok.",packing lah cuma belum sempat d cek nyala apa tidak baru lihat lengkap sesuai sama yang d iklan kirim justru lebih awal bagus lah harus tanggal eh tanggal sudah datang trimakasih fast respon layan
932,5,"Packing kayu,dilapis bubble wrap pada kotaknya,pengemasan rapi walaupun melewati batas estimasi pengiriman ke Pontianak,kurir ramah,baik saat ditest brg memuaskan god job Lazada...",packing kayu lap bubble wrap pada kotak emas rapi walaupun lewat batas estimasi kirim ke pontianak kurir ramah baik saat ditest muas god job lazada
933,2,"Barang sudah sampai, packing kayu, ternyata ada bagian packingnya patah, kardusnyapun terlihat rusak sobek dibagian kayu packingnya yg patah, eh setelah dibuka ternyata lcd tv nya remuk, alhirnya saya langsung lakukan retur. Barang sudah saya packing kembali seperti sediakala utk di retur kepada jne nya lagi, dan saya ingin pesan lagi.",sudah sampai packing kayu nyata ada bagi packingnya patah kardus lihat rusak sobek bagi kayu packingnya yang patah eh telah buka nyata lcd televisi remuk alhirnya saya langsung laku retur sudah saya packing kembali seperti sediakala untuk di retur kepada jne lagi dan saya ingin pesan lagi
934,4,Tv 32inc bagus. Packing ok. Pengiriman ok. Cuma harganya naik sedikit sedikit ya. Awal pesan 1 unit harga 1.999.000. Beli lagi 2 unit harga 2.049.000. Sekarang naik lagi.,televisi inc bagus packing kirim cuma harga naik sedikit sedikit ya awal pesan unit harga beli lagi unit harga sekarang naik lagi
935,5,"tv pesanan saya datang sesuai waktu estimasi,  agar lbh aman sy byrnya cod, packingnya juga rapih pk bubble wrap gt biar aman,  setelah tv dtng sy coba sih tdk ada masalah,  lancar jaya,  tvnya juga bagus sesuai dg gambar dan deskripsinya,  mudah2nya tvnya awet gada masalah dikemudian hari..  cuma kurier yg anter buru2 bgt,  jdnya grasa grusu gt.. makasih lazada,  banyakin discount2 lg yaaaa..",televisi pesan saya datang sesuai waktu estimasi agar lebih aman saya byrnya bayar saat kirim packingnya juga rapih pakai bubble wrap begitu biar aman telah televisi dtng saya coba sih tidak ada masalah lancar jaya tvnya juga bagus sesuai dengan gambar dan deskripsi mudah tvnya awet tidak ada masalah kemudi hari cuma kurier yang anter buru banget jdnya grasa grusu begitu terimakasih lazada banyakin diskon lagi yaaaa
936,3,"Sampai hari ini kondisi barang bagus, sebelumnya sempat kecewa dengan barang sejenis yang dikirimkan ternyata rusak, syukurlah masih bisa dapat ganti ini yang bagus dan pengiriman juga cepat cuma 3 hari dari verifikasi pesanan",sampai hari ini kondisi bagus belum sempat kecewa dengan jenis yang kirim nyata rusak syukur masih bisa dapat ganti ini yang bagus dan kirim juga cepat cuma hari dari verifikasi pesan
937,2,dikembalikan krn rusak,kembali karena rusak
938,1,jelek...timbul garis vertikal,jelek timbul garis vertikal
939,4,Pengiriman nya lamaaa,kirim lamaaa
940,2,"pengiriman ny lambat,,ga bs cek posisi barang sdh d mana",kirim ny lambat tidak bisa cek posisi sudah d mana
941,5,"Pesen hr minggu selasa udh nympe,  packing rapi cm blm dcoba jd gtw Bagus apa gk nya",pesan hari minggu selasa sudah nympe packing rapi cm belum dcoba jadi tidak tau bagus apa tidak
942,3,Mana barang udah seminggu belum sampe...gimana nih pelayanannya...seller ko ngecewain...,mana sudah minggu belum sampai bagaimana nih layan jual ko ngecewain
943,3,Tv datang melebihi estimasi.. tv lumayan bagus makasih Lazada..,televisi datang lebih estimasi televisi lumayan bagus terimakasih lazada
944,3,Waktu beli tv ini atas duajuta kemaren cek 1850 sekarang 19lebih sedikit hahaha,waktu beli televisi ini atas duajuta kemaren cek sekarang lebih sedikit hahaha
945,1,"Pesan tanggal 13 , sampai sekarang belum datang",pesan tanggal sampai sekarang belum datang
946,1,kenapa paket belum sampai? padahal sdh lama diorder,kenapa paket belum sampai padahal sudah lama order
947,1,soundnya jelek ! kalo pake speaker aktif .....suara tv nya tepat ada,soundnya jelek kalau pakai speaker aktif suara televisi tepat ada
948,2,"Hingga kini pengiriman blm juga tiba, estimasi pengiriman sudah lewat 3 hari",hingga kini kirim belum juga tiba estimasi kirim sudah lewat hari
949,1,"Sdh 3 chat dgn CS lazada, tapi jawabannya tdk Ada yg memuaskan. Bahkan cenderung seolah2 CS lazada pada gak sekolah. Lagi chat lgs di disconnect. Luar biasa deh... Klo recruitment karyawan tlg di perhatikan etika & sopan santun.",sudah chat dengan cs lazada tapi jawab tidak ada yang muas bahkan cenderung olah cs lazada pada tidak sekolah lagi chat lgs di disconnect luar biasa deh kalau recruitment karyawan tolong di perhati etika sopan santun
950,4,Pengiriman barang cepat.. 2 hari sudah sampai ditempat (jkt)... Kualitas barang terlihat sedikit ringkih dr bahannya dan suaranya memang butuh volume yg agak tinggi.  Tp msh ok dgn harga 1.9jt plus diskon 10% plus free bracket...,kirim cepat hari sudah sampai tempat jakarta kualitas lihat sedikit ringkih dari bahan dan suara memang butuh volume yang agak tinggi tetapi masih dengan harga jt plus diskon plus free bracket
951,5,wow baru pertama kali beli tv di lazada  keren deh gk bikin kecewa di jamin puas,wow baru pertama kali beli televisi di lazada keren deh tidak bikin kecewa di jamin puas
952,3,"mau dicoba dulu,semoga awet..makasih lazada",mau coba dulu moga awet terimakasih lazada
953,4,sesuai dan gk ada cacatnya.,sesuai dan tidak ada cacat
954,3,Brng udh di terima thanks lazada,brng sudah di terima terimakasih lazada
955,2,berubah pikiran,ubah pikir
956,2,Saya mau tapi kredit,saya mau tapi kredit
957,2,barang sdh datang...baru dicoba 2 hari remot sdh tdk berfungsi....mohon bisa diperbaiki...,sudah datang baru coba hari remot sudah tidak fungsi mohon bisa baik
958,5,"Sdh srg belanja di lazada n slalu puas. Dan baru kali ini beli barang mahal bs COD,lazada keren.packing rapi dmasukkan palet stlh itu msh dlapisi plastik.TV nya jg keren,kmrn beli msh dbwh hrg 2jt,skr sdh naik.Lazada TOP...dtingkatkan trs pelayanannya.",sudah sering belanja di lazada selalu puas dan baru kali ini beli mahal bisa bayar saat kirim lazada keren packing rapi dmasukkan palet telah itu masih dlapisi plastik televisi juga keren kemarin beli masih dbwh harga jt skr sudah naik lazada top dtingkatkan terus layan
959,4,"Begitu di coba jreeeeeengg,, Volume level besar,suara cilik gan, Tp kualitas gmbar top markotoooooopppzzz",begitu di coba jreeeeeengg volume level besar suara cilik juragan tetapi kualitas gmbar top markotoooooopppzzz
960,5,Semua sesuai deskripsi dan spek,semua sesuai deskripsi dan spek
961,4,"Untuk di harganya produk termasuk Ok..cuma untuk yang juga mementingkan kualitas suara, belum ok...",untuk di harga produk masuk cuma untuk yang juga penting kualitas suara belum
962,4,bagus sesuai dengan pesanan,bagus sesuai dengan pesan
963,4,Gambar bagus cuma suara stereonya kok gak muncul ya.. Nunjuk mono utk tv,gambar bagus cuma suara stereo kok tidak muncul ya nunjuk mono untuk televisi
964,3,warna tajam.. mudah mengoperasikan menunya..,warna tajam mudah operasi menu
965,4,Layar standar dengan harga yg murah. Gak usah eksekusi terlalu tinggi dengan harga gak gitu mahal,layar standar dengan harga yang murah tidak usah eksekusi terlalu tinggi dengan harga tidak begitu mahal
966,1,Sudah lewat estimasi kok belom sampai. Padahal area jabodetabek,sudah lewat estimasi kok bom sampai padahal area jabodetabek
967,5,kualitas ok dan ga ada masalah,kualitas dan tidak ada masalah
968,3,Beda dari yg pernah saya order,beda dari yang pernah saya order
969,3,Lama nyampai,lama nyampai
970,4,"Packing kayu mantap, sangat aman, barang oke ,lebih bagus lagi bila dapat free bracket",packing kayu mantap sangat aman oke lebih bagus lagi bila dapat free bracket
971,4,sesuai dengan pesanan tp kcw krn hrg flashsale sya trmsuk mhl.ni mlh lbh murh,sesuai dengan pesan tetapi kcw karena harga flashsale saya trmsuk mhl malah lebih murh
972,4,Barang oke & kualitas gambar bagus,oke kualitas gambar bagus
973,4,Jooossss gandosss,jooossss gandosss
974,2,KO BRacket nya  ga ad ya padahal itukan agian dari kewajiban splayer... ORDer  3132837162,ko bracket tidak ada ya padahal itu agian dari wajib splayer order
975,4,"Puas, kemasan rapi, pengiriman cepat. Braket ada. Tq Lazada",puas kemas rapi kirim cepat braket ada terimakasih lazada
976,2,Worth it lah dgn harga dibawah 2jt tp kok ada dead pixel yah? Apa bakal nyebar?,worth it lah dengan harga bawah jt tetapi kok ada dead pixel yah apa bakal nyebar
977,3,"Saya sangat puas beli tv philips 32""led hd tv-hitam baru pesan 2 hari udh di krm",saya sangat puas beli televisi philips led hd televisi hitam baru pesan hari sudah di kirim
978,2,TV cukup bagus untuk harga 2 jt an,televisi cukup bagus untuk harga jt
979,2,Barang bagus tapi tidak sesuai iklan (no bracket),bagus tapi tidak sesuai iklan nomor bracket
980,1,"Saya pelanggan setia lazada, biasanya saya terima barang melalui Lex dan JNE cepat. Tapi pas order tv Philips yg ambil kurir DAKOTA,,, dan pengirimannya lambat.  Jd saya cancel aja dah, dari pada nunggunya klamaan",saya langgan setia lazada biasa saya terima lalu lex dan jne cepat tapi pas order televisi philips yang ambil kurir dakota dan kirim lambat jadi saya cancel saja sudah dari pada nunggunya klamaan
981,4,Barang sesuai harapan dah 3 bln masih lancar..semoga awet mksh lazada,sesuai harap sudah bulan masih lancar moga awet terimakasih lazada
982,4,"Cara garansinya gmna,sya mau bli yg ini tpi ga tau cara garansinya ke mna dan cara-caranya seperti aph.",cara garansi bagaimana saya mau bli yang ini tapi tidak tau cara garansi ke mana dan cara cara seperti aph
983,2,"Mau nanya ? sy kmrn br pesan tgl 4 nov 17, barang sdh sampai 6 nov 17. tapi knapa pas dihidupin selama 3 jam lebih ,sy pegang bagian blakang tv agak panas ya .... Beda sm tv samsung dan panasonic led 32 saya ?",mau tanya saya kemarin br pesan tanggal november sudah sampai november tapi kenapa pas dihidupin lama jam lebih saya pegang bagi blakang televisi agak panas ya beda sama televisi samsung dan panasonic led saya
984,4,Barang lebih cepat sampai 1 hari dari hari yang dijadwalkan. Alhamdulillah. Sayangnya kurang sreg sama packingnya. Harusnya pakai kayu jgn cm plastik krn ini kan barang elektronik. Alhamdulillah TVnya sampai dlm kondisi bagus. Saran saya untuk packingnya lbh ditebalkan lg supaya kl pengiriman jauh TVnya dterima customer dlm keadaan ttp full bagus. Terima kasih.,lebih cepat sampai hari dari hari yang jadwal alhamdulillah sayang kurang sreg sama packingnya harus pakai kayu jangan cm plastik karena ini kan elektronik alhamdulillah tvnya sampai dalam kondisi bagus saran saya untuk packingnya lebih tebal lagi supaya kl kirim jauh tvnya dterima customer dalam ada ttp full bagus terima kasih
985,4,"Ga dpt braketny nih ko bisa ya katany free... Layar led sedikit agak rusak dlmny hitam Utk pengemasan ok,kurir pos ok.",tidak dapat braketny nih ko bisa ya kata free layar led sedikit agak rusak dlmny hitam untuk emas kurir pos
986,2,"Barang dipesan tgl 18 Juni 2017 terima hari ini Selasa tgl 20 Juni 2017, cepat juga Yach, tapi setelah dihidupkan layar bergaris, mohon bisa ditukar yg lebih baik, kepercayaan pelanggan itu nomor 1",pes tanggal juni terima hari ini selasa tanggal juni cepat juga yach tapi telah hidup layar gar mohon bisa tukar yang lebih baik percaya langgan itu nomor
987,3,"Tertera free bracket, tv sudah diterima, tapi tanpa bracket. Mohon lazada cek ulang. Apa ketinggalan di warehouse Lazada, atau di jasa pengirimannya",tera free bracket televisi sudah terima tapi tanpa bracket mohon lazada cek ulang apa tinggal di warehouse lazada atau di jasa kirim
988,3,"Pesanan saya belum datang juga sampai sekarang, setiap pesan dilazada walaupun gapernah kecewa sama produknya tapi selalu kecewa sama pengirimannya",pesan saya belum datang juga sampai sekarang tiap pesan dilazada walaupun tidak pernah kecewa sama produk tapi selalu kecewa sama kirim
989,4,"brg sy sudah sampai, kartu garansi ada, tp ko ga ada invoice ya? apa bukti nya yg di email? trus sy print? mhon pencerahan nya ya. mksih.",saya sudah sampai kartu garansi ada tetapi ko tidak ada invoice ya apa bukti yang di email terus saya print mohon cerah ya terimakasih
990,3,Pesanan sudah sampai tapi FREE BRACKET nya kok nggak ada? Bagaimana LAZADA? Bisakah dibantu soal ini?,pesan sudah sampai tapi free bracket kok tidak ada bagaimana lazada bisa bantu soal ini
991,2,"Makasih lazada barangnya udah nyampe, tp sedikit kecewa karena kurirnya gx sabaran,  masa minta di jemput ..",terimakasih lazada barang sudah sampai tetapi sedikit kecewa karena kurir tidak sabar masa minta di jemput
992,3,"Barangnyq OK bgt tp sayang pengiriman lama bgt.pesen tgl 16 des, datang tgl 30 des..packing hanya plastik gelembung., Semoga awet.",barangnyq banget tetapi sayang kirim lama banget pesan tanggal des datang tanggal des packing hanya plastik gelembung moga awet
993,3,"Good product, barang diterima 3 hari stlh order dlm keadaan baik dan sdh dicoba hingga kin Oks banget. Many thanks Lazada",good produk terima hari telah order dalam ada baik dan sudah coba hingga kin oks banget many terimakasih lazada
994,2,Mantep,mantap
995,3,"Mohon diganti dengan barang yg sama. Yang dikembalikan tgl. 24/12/2016 mousenya tidak berfungsi,  sy sebetulnya harus saat ini menggunakannya notebook tersebut tapi barangnya rusak. Mohon ngasih pemberitahuan dulu secepatnya,  tks.",mohon ganti dengan yang sama yang kembali tanggal mousenya tidak fungsi saya betul harus saat ini guna notebook sebut tapi barang rusak mohon beri pemberitahuan dulu cepat terimakasih
996,2,"Notebook ny bener2 kosong sama skali,di sini tidak ada detil nya,saya kira sudah terinstal utk windows nya.. dan akhir nya tidak bsa langsung di gunakan.. Baru kali ini beli laptop tp kondisi kosong.. apa ada garansi nya..?? siapa yg Bertanggung jwb utk ke pesanan ini..?  minggu kemarin sya transaksi laptop mash blom bsa di gunakan karna mash kosong,,sangat kecewa sekali... Apa bisa Barang Di kembalikan..??Setelah saya buka dan coba instal tp masih gagal.. saya terima barang tgl 13 oktober 17 dengan No pengirim #3796939552",notebook ny bener kosong sama sekali di sini tidak ada detil saya kira sudah terinstal untuk windows dan akhir tidak bisa langsung di guna baru kali ini beli laptop tetapi kondisi kosong apa ada garansi siapa yang tanggung jawab untuk ke pesan ini minggu kemarin saya transaksi laptop masih belum bisa di guna karena masih kosong sangat kecewa sekali apa bisa di kembali telah saya buka dan coba instal tetapi masih gagal saya terima tanggal oktober dengan nomor kirim
997,3,terima kasih lazzzzzzzzzzzzzzzzzz,terima kasih lazzzzzzzzzzzzzzzzzz
998,1,Mouse tidak jalan!,mouse tidak jalan
